budget,original_language,popularity,revenue,runtime,title,vote_average,vote_count,profit,profit_margin,hit_or_flop
75000000,en,37.917002,226904017,110.0,Immortals,5.7,880,151904017,202.5386893333333,Flop
52000000,en,23.663713,77944725,113.0,Hostage,6.2,512,25944725,49.893701923076925,Flop
75000000,en,14.44381,36754634,94.0,Titan A.E.,6.3,313,-38245366,-50.99382133333334,Flop
75000000,en,10.605084,51142659,116.0,Hollywood Homicide,5.0,166,-23857341,-31.809788,Flop
75000000,en,11.873856,14567883,99.0,Soldier,6.1,221,-60432117,-80.576156,Flop
75000000,en,8.098369,5409517,93.0,Monkeybone,4.3,78,-69590483,-92.78731066666667,Flop
45000000,en,20.374308,21009180,113.0,Flight of the Phoenix,5.7,276,-23990820,-53.31293333333333,Flop
75000000,en,42.006908,248118121,106.0,Unbreakable,6.9,1946,173118121,230.82416133333334,Flop
74000000,en,875.581305,1156730962,91.0,Minions,6.4,4571,1082730962,1463.1499486486487,Flop
82000000,en,39.127082,89792502,110.0,Sucker Punch,5.9,1623,7792502,9.503051219512196,Flop
73000000,en,20.790703,103891409,98.0,Snake Eyes,5.8,327,30891409,42.316998630136986,Flop
75000000,en,18.65988,13100000,134.0,Sphere,5.8,476,-61900000,-82.53333333333333,Flop
73000000,en,45.720894,349779543,97.0,The Angry Birds Movie,5.9,1022,276779543,379.1500589041096,Flop
70000000,en,21.789615,111231041,112.0,Fool's Gold,5.4,444,41231041,58.90148714285714,Flop
75000000,en,20.199057,61458982,146.0,Funny People,5.7,390,-13541018,-18.054690666666666,Flop
70000000,en,26.123705,86658558,110.0,The Kingdom,6.5,513,16658558,23.79794,Flop
72500000,en,12.599836,162966177,116.0,Talladega Nights: The Ballad of Ricky Bobby,6.2,491,90466177,124.78093379310344,Flop
70000000,en,13.543053,176104344,87.0,Dr. Dolittle 2,4.9,410,106104344,151.57763428571428,Flop
72000000,en,60.722162,210000000,177.0,Braveheart,7.7,3336,138000000,191.66666666666669,Hit
72000000,en,32.227223,96889998,125.0,Jarhead,6.6,765,24889998,34.56944166666667,Flop
75000000,en,46.875375,527068851,87.0,The Simpsons Movie,6.9,2264,452068851,602.758468,Flop
72000000,en,11.215702,37317558,152.0,The Majestic,6.6,188,-34682442,-48.17005833333333,Flop
94000000,en,8.468586,54744738,116.0,Driven,4.5,179,-39255262,-41.7609170212766,Flop
74500000,en,8.884318,62172050,109.0,Two Brothers,6.9,180,-12327950,-16.54758389261745,Flop
60000000,en,27.491891,256697520,108.0,The Village,6.2,1071,196697520,327.8292,Flop
71000000,en,21.462935,294456605,85.0,Doctor Dolittle,5.4,686,223456605,314.72761267605637,Flop
72000000,en,28.848187,408247917,106.0,Signs,6.4,1599,336247917,467.01099583333337,Flop
150000000,en,47.320801,919838758,93.0,Shrek 2,6.7,2988,769838758,513.2258386666667,Flop
120000000,en,82.643036,461983149,117.0,Cars,6.6,3877,341983149,284.9859575,Flop
70000000,en,20.230535,309457509,116.0,Runaway Bride,5.7,455,239457509,342.0821557142857,Flop
70000000,en,46.217769,277448382,124.0,xXx,5.8,1424,207448382,296.3548314285714,Flop
74000000,en,36.952268,311594032,93.0,The SpongeBob Movie: Sponge Out of Water,5.8,719,237594032,321.0730162162162,Flop
80000000,en,16.411345,309492681,117.0,Ransom,6.4,470,229492681,286.86585125,Flop
70000000,en,72.595961,319131050,153.0,Inglourious Basterds,7.9,6430,249131050,355.9015,Hit
70000000,en,33.648404,300854823,144.0,Hook,6.6,1532,230854823,329.7926042857143,Flop
70000000,en,57.69847,240031094,124.0,Die Hard 2,6.6,1896,170031094,242.90156285714284,Flop
80000000,en,34.052253,116643346,117.0,S.W.A.T.,5.8,770,36643346,45.8041825,Flop
68000000,en,27.299301,203388341,136.0,Vanilla Sky,6.5,1078,135388341,199.10050147058826,Flop
75000000,en,20.219385,42285169,110.0,Lady in the Water,5.3,409,-32714831,-43.619774666666665,Flop
70000000,en,42.957216,171183863,101.0,AVP: Alien vs. Predator,5.5,1217,101183863,144.54837571428573,Flop
75000000,en,29.412262,443140005,88.0,Alvin and the Chipmunks: The Squeakquel,5.4,666,368140005,490.85333999999995,Flop
75000000,en,19.708731,114660784,138.0,We Were Soldiers,6.7,521,39660784,52.88104533333333,Flop
70000000,en,59.428223,161025640,120.0,Olympus Has Fallen,6.2,2981,91025640,130.03662857142857,Flop
70000000,en,19.711951,118000000,103.0,Star Trek: Insurrection,6.3,391,48000000,68.57142857142857,Flop
70000000,en,49.199234,202466756,116.0,Battle: Los Angeles,5.5,1448,132466756,189.23822285714286,Flop
70000000,en,46.199482,122919055,125.0,Big Fish,7.6,1994,52919055,75.59865,Hit
66000000,en,29.505574,177584879,146.0,War Horse,7.0,992,111584879,169.0679984848485,Hit
70000000,en,43.873266,154984035,118.0,The Monuments Men,5.8,1523,84984035,121.40576428571428,Flop
70000000,en,24.961625,90000098,139.0,The Abyss,7.1,808,20000098,28.571568571428575,Hit
70000000,en,23.25645,134748021,133.0,Wall Street: Money Never Sleeps,5.8,493,64748021,92.49717285714286,Flop
70000000,en,64.457947,215529201,92.0,Dracula Untold,6.2,2389,145529201,207.89885857142858,Flop
70000000,en,20.089933,116672912,116.0,The Siege,6.0,352,46672912,66.67558857142856,Flop
70000000,en,48.032734,135560026,127.0,Stardust,7.1,1184,65560026,93.65718,Hit
70000000,en,16.92991,131457682,136.0,Seven Years in Tibet,7.0,630,61457682,87.79668857142858,Hit
70000000,en,14.780634,67112664,111.0,The Dilemma,5.2,304,-2887336,-4.124765714285714,Flop
70000000,en,14.086292,65977295,116.0,Bad Company,5.4,228,-4022705,-5.746721428571429,Flop
60000000,en,29.261348,55987321,105.0,Doom,5.0,609,-4012679,-6.687798333333333,Flop
70000000,en,13.267631,33561137,97.0,I Spy,5.2,269,-36438863,-52.05551857142857,Flop
70000000,en,58.401204,160112671,88.0,Underworld: Awakening,6.1,1862,90112671,128.73238714285716,Flop
75000000,en,23.515938,59418613,123.0,Rock of Ages,6.0,385,-15581387,-20.775182666666666,Flop
70000000,en,14.244518,32287044,125.0,Hart's War,5.9,241,-37712956,-53.87565142857142,Flop
66000000,en,29.501489,57777106,116.0,Killer Elite,6.1,695,-8222894,-12.458930303030304,Flop
70000000,en,8.37378,19924033,91.0,Ballistic: Ecks vs. Sever,4.3,97,-50075967,-71.53709571428571,Flop
70000000,en,10.930537,19870567,97.0,Hard Rain,5.5,179,-50129433,-71.61347571428571,Flop
75000000,en,10.54544,13596911,95.0,Osmosis Jones,5.9,228,-61403089,-81.87078533333333,Flop
70000000,en,6.682006,18662027,88.0,Legends of Oz: Dorothy's Return,5.9,43,-51337973,-73.33996142857143,Flop
70000000,en,46.832372,17752940,133.0,Blackhat,5.1,826,-52247060,-74.63865714285714,Flop
70000000,en,24.664776,57958696,107.0,Sky Captain and the World of Tomorrow,5.7,439,-12041304,-17.201862857142856,Flop
70000000,en,13.483387,38629478,114.0,Basic Instinct 2,4.6,180,-31370522,-44.81503142857143,Flop
50000000,en,44.478043,122915111,115.0,Escape Plan,6.7,1659,72915111,145.830222,Flop
70000000,en,25.020428,61279452,99.0,The Legend of Hercules,4.4,533,-8720548,-12.457925714285714,Flop
68000000,en,22.392544,193000000,124.0,The Sum of All Fears,5.9,437,125000000,183.8235294117647,Flop
68000000,en,107.069763,698491347,124.0,The Twilight Saga: Eclipse,5.8,2301,630491347,927.1931573529411,Flop
68000000,en,22.572323,71069884,124.0,The Score,6.7,423,3069884,4.514535294117647,Flop
69000000,en,113.858273,543513985,95.0,Despicable Me,7.1,6478,474513985,687.7014275362319,Hit
60000000,en,10.004564,35431113,103.0,Money Train,5.4,222,-24568887,-40.948145000000004,Flop
68000000,en,68.734513,217022588,115.0,Ted 2,6.2,2463,149022588,219.15086470588236,Flop
70000000,en,18.888806,39041505,127.0,Agora,6.9,395,-30958495,-44.22642142857143,Flop
68000000,en,12.948627,29762011,121.0,Mystery Men,5.7,250,-38237989,-56.232336764705884,Flop
36000000,en,27.11589,83160734,105.0,Hall Pass,5.4,611,47160734,131.00203888888888,Flop
90000000,en,26.153669,60289912,157.0,The Insider,7.3,481,-29710088,-33.01120888888889,Hit
80000000,en,28.223664,52099090,114.0,The Finest Hours,6.3,588,-27900910,-34.8761375,Flop
70000000,en,37.507136,113280098,128.0,Body of Lies,6.5,895,43280098,61.828711428571424,Flop
69000000,en,11.023691,86387857,114.0,Dinner for Schmucks,5.5,531,17387857,25.19979275362319,Flop
69000000,en,38.634767,112265139,94.0,Abraham Lincoln: Vampire Hunter,5.5,1269,43265139,62.7031,Flop
66000000,en,25.877794,212404396,112.0,Entrapment,6.0,602,146404396,221.82484242424243,Flop
66000000,en,18.59991,189198313,121.0,The X Files,6.6,488,123198313,186.6641106060606,Flop
67000000,en,12.282911,25303038,102.0,The Last Legion,5.0,207,-41696962,-62.234271641791054,Flop
70000000,en,76.041867,481840909,169.0,Saving Private Ryan,7.9,5048,411840909,588.3441557142858,Hit
66000000,en,54.81489,203277636,130.0,Need for Speed,6.1,1520,137277636,207.99641818181817,Flop
70000000,en,31.39165,374111707,127.0,What Women Want,6.1,992,304111707,434.4452957142857,Flop
59000000,en,99.561972,383257136,81.0,Ice Age,7.1,3857,324257136,549.5883661016949,Hit
68000000,en,26.792794,75715436,136.0,Dreamcatcher,5.3,567,7715436,11.346229411764707,Flop
65000000,en,36.307296,275293450,149.0,Lincoln,6.7,1429,210293450,323.5283846153846,Flop
63000000,en,104.309993,463517383,136.0,The Matrix,7.9,8907,400517383,635.7418777777779,Hit
52000000,en,68.140214,355237933,140.0,Apollo 13,7.3,1599,303237933,583.1498711538462,Hit
65000000,en,14.646884,172855065,104.0,The Santa Clause 2,5.5,297,107855065,165.93086923076922,Flop
61000000,en,48.356214,441809770,157.0,Les Misérables,7.1,1884,380809770,624.2783114754099,Hit
65000000,en,28.540267,250821495,119.0,You've Got Mail,6.3,838,185821495,285.87922307692304,Flop
65000000,en,22.977983,128107642,98.0,Step Brothers,6.5,1062,63107642,97.08868000000001,Flop
95000000,en,31.086791,250288523,136.0,The Mask of Zorro,6.3,1183,155288523,163.46160315789473,Flop
65000000,en,43.865294,211780824,95.0,Due Date,6.2,1685,146780824,225.81665230769232,Flop
65000000,en,43.055253,163442937,137.0,Unbroken,7.3,1400,98442937,151.45067230769232,Hit
65000000,en,15.772081,128884132,130.0,Space Cowboys,6.3,403,63884132,98.28327999999999,Flop
70000000,en,26.19909,255000211,112.0,Cliffhanger,6.1,588,185000211,264.2860157142857,Flop
50000000,en,22.769108,150270147,108.0,Broken Arrow,5.7,453,100270147,200.54029400000002,Flop
65000000,en,18.281798,69700000,104.0,The Kid,6.0,238,4700000,7.230769230769231,Flop
63000000,en,24.697533,162945894,128.0,World Trade Center,5.9,447,99945894,158.64427619047618,Flop
65000000,en,31.349143,179379533,83.0,The Dictator,5.9,1743,114379533,175.9685123076923,Flop
65000000,en,27.870312,162091208,159.0,Eyes Wide Shut,7.1,1234,97091208,149.37108923076923,Hit
65000000,en,33.439187,133821816,119.0,Annie,6.0,466,68821816,105.87971692307691,Flop
50100000,en,59.634029,153962963,105.0,Focus,6.7,2542,103862963,207.31130339321356,Flop
65000000,en,38.994297,156974557,103.0,This Means War,5.9,1389,91974557,141.49931846153848,Flop
65000000,en,49.660055,128905366,123.0,Blade: Trinity,5.7,1252,63905366,98.31594769230769,Flop
4200000,en,11.743085,38376497,114.0,Red Dawn,6.4,215,34176497,813.726119047619,Flop
65000000,en,6.227675,240159255,95.0,Resident Evil: Retribution,5.6,1600,175159255,269.4757769230769,Flop
45000000,en,42.57877,73762516,105.0,Death Race,6.0,1175,28762516,63.91670222222222,Flop
65000000,en,15.858629,89456761,120.0,The Long Kiss Goodnight,6.5,314,24456761,37.62578615384615,Flop
65000000,en,15.194239,64321501,101.0,Zathura: A Space Adventure,6.1,779,-678499,-1.0438446153846153,Flop
63000000,en,146.757391,100853753,139.0,Fight Club,8.3,9413,37853753,60.085322222222224,Hit
65000000,en,8.629665,43545364,124.0,We Are Marshall,6.7,186,-21454636,-33.0071323076923,Flop
65000000,en,16.803457,17218080,100.0,Hudson Hawk,5.4,269,-47781920,-73.51064615384615,Flop
65000000,en,31.324734,71154592,92.0,"I, Frankenstein",5.0,687,6154592,9.468603076923078,Flop
50000000,en,20.415572,42093706,130.0,Oliver Twist,6.7,274,-7906294,-15.812588,Flop
43000000,en,28.613892,56681566,97.0,Elektra,4.8,575,13681566,31.81759534883721,Flop
65000000,en,85.428395,39407616,102.0,Sin City: A Dame to Kill For,6.3,1286,-25592384,-39.37289846153846,Flop
64000000,en,4.137237,74608570,133.0,Random Hearts,5.3,63,10608570,16.575890625,Flop
55000000,en,60.246978,203427584,121.0,Everest,6.7,1772,148427584,269.86833454545456,Flop
50000000,en,42.551902,132180323,147.0,Perfume: The Story of a Murderer,7.1,1165,82180323,164.360646,Hit
63000000,en,40.137264,296655431,94.0,Austin Powers in Goldmember,5.9,979,233655431,370.8816365079365,Flop
65000000,en,24.857079,44091067,94.0,Astro Boy,6.1,409,-20908933,-32.16758923076923,Flop
63000000,en,40.413191,920100000,127.0,Jurassic Park,7.6,4856,857100000,1360.4761904761904,Hit
63000000,en,13.859307,25052000,191.0,Wyatt Earp,6.5,202,-37948000,-60.23492063492063,Flop
62000000,en,18.832471,215887717,141.0,Clear and Present Danger,6.4,386,153887717,248.2059951612903,Flop
65000000,zh,9.568884,121545703,127.0,Dragon Blade,5.9,145,56545703,86.99338923076924,Flop
64000000,en,12.421504,101595121,98.0,Little Man,5.3,261,37595121,58.7423765625,Flop
62000000,en,18.096884,127666415,116.0,U-571,6.1,340,65666415,105.91357258064515,Flop
62000000,en,11.056763,107879496,106.0,The American President,6.5,195,45879496,73.9991870967742,Flop
62000000,en,13.218008,41819064,87.0,The Love Guru,4.3,242,-20180936,-32.54989677419355,Flop
62000000,en,11.262655,18720175,125.0,3000 Miles to Graceland,5.8,178,-43279825,-69.80616935483872,Flop
44000000,en,68.717016,155760117,167.0,The Hateful Eight,7.6,4274,111760117,254.00026590909093,Hit
63000000,en,16.791058,183953723,95.0,Hop,5.5,331,120953723,191.9900365079365,Flop
65000000,en,65.197968,422610419,117.0,300,7.0,4997,357610419,550.1698753846154,Hit
80000000,en,32.829538,516642939,115.0,Meet the Fockers,6.1,1373,436642939,545.8036737499999,Flop
60000000,en,30.951203,244082376,115.0,Marley & Me,6.9,1343,184082376,306.80396,Flop
60000000,en,103.698022,284600000,189.0,The Green Mile,8.2,4048,224600000,374.3333333333333,Hit
150000000,en,47.973995,314432665,81.0,Chicken Little,5.6,944,164432665,109.62177666666666,Flop
61000000,en,143.041543,369330363,145.0,Gone Girl,7.9,5862,308330363,505.4596114754099,Hit
60000000,en,86.476817,214034224,119.0,The Bourne Identity,7.3,3583,154034224,256.72370666666666,Hit
58000000,en,59.824565,352194034,130.0,GoldenEye,6.6,1174,294194034,507.2310931034483,Flop
60000000,en,18.345613,149705852,116.0,The General's Daughter,6.1,205,89705852,149.50975333333335,Flop
60000000,en,56.488027,264118201,103.0,The Truman Show,7.8,4537,204118201,340.19700166666667,Hit
70000000,en,29.464852,218613188,99.0,The Prince of Egypt,6.8,817,148613188,212.30455428571426,Flop
60000000,en,18.106021,164433867,92.0,Daddy Day Care,5.6,506,104433867,174.056445,Flop
61000000,en,42.881415,131940411,109.0,2 Guns,6.6,1589,70940411,116.29575573770492,Flop
60000000,en,18.735024,93375151,87.0,Cats & Dogs,5.0,352,33375151,55.625251666666664,Flop
60000000,en,62.766854,176070171,110.0,The Italian Job,6.6,1919,116070171,193.450285,Flop
60000000,en,24.153567,93354918,101.0,Two Weeks Notice,5.9,487,33354918,55.59153,Flop
60000000,en,41.515702,171757863,83.0,Antz,6.0,1272,111757863,186.263105,Flop
70000000,en,26.676487,171844840,113.0,Couples Retreat,5.3,588,101844840,145.49262857142858,Flop
60000000,en,16.278022,157920733,107.0,Days of Thunder,5.9,353,97920733,163.20122166666667,Flop
60000000,en,18.831023,129181830,94.0,Cheaper by the Dozen 2,5.7,526,69181830,115.30305000000001,Flop
61000000,en,113.161483,311256926,132.0,Maze Runner: The Scorch Trials,6.4,3040,250256926,410.2572557377049,Flop
60000000,en,28.800112,204594016,133.0,Eat Pray Love,5.8,636,144594016,240.99002666666664,Flop
58000000,en,41.430245,71664962,111.0,RED,6.6,2808,13664962,23.56027931034483,Flop
55000000,en,23.127561,100230832,163.0,Any Given Sunday,6.8,422,45230832,82.23787636363636,Flop
60000000,en,12.867352,186883563,170.0,The Horse Whisperer,6.7,292,126883563,211.472605,Flop
65000000,en,44.815022,217764291,120.0,Collateral,7.0,1451,152764291,235.02198615384614,Hit
60000000,en,37.537093,165333180,92.0,The Scorpion King,5.3,779,105333180,175.5553,Flop
60000000,en,10.99991,74541707,115.0,Ladder 49,6.2,207,14541707,24.23617833333333,Flop
60000000,en,56.868399,218340595,130.0,Jack Reacher,6.3,2998,158340595,263.9009916666667,Flop
60000000,en,22.991269,73648228,105.0,Deep Blue Sea,5.6,604,13648228,22.747046666666666,Flop
60000000,en,38.820858,137551594,106.0,Contagion,6.2,1325,77551594,129.25265666666667,Flop
60000000,en,51.146047,124596398,100.0,Coraline,7.3,1386,64596398,107.66066333333333,Hit
60000000,en,20.501582,163403799,91.0,The Happening,4.9,950,103403799,172.339665,Flop
70000000,en,45.299089,130293714,146.0,Man on Fire,7.3,1553,60293714,86.13387714285714,Hit
50000000,en,4.280619,61112916,98.0,The Shaggy Dog,4.5,137,11112916,22.225832,Flop
60000000,en,28.848842,170268750,101.0,Starsky & Hutch,5.6,644,110268750,183.78125,Flop
60000000,en,22.501041,129832389,89.0,Jingle All the Way,5.5,575,69832389,116.38731499999999,Flop
66000000,en,47.479755,99318987,122.0,Hellboy,6.5,2225,33318987,50.48331363636363,Flop
70000000,en,10.147321,56702901,115.0,A Civil Action,6.1,109,-13297099,-18.995855714285714,Flop
60000000,en,39.539045,107139399,90.0,ParaNorman,6.7,789,47139399,78.565665,Flop
60000000,en,19.747459,159330280,124.0,The Jackal,6.1,527,99330280,165.55046666666667,Flop
60000000,en,29.018826,96269812,119.0,Paycheck,5.9,581,36269812,60.44968666666667,Flop
60000000,en,16.493576,50877145,93.0,The Tale of Despereaux,5.8,258,-9122855,-15.204758333333334,Flop
60000000,en,13.080725,104324083,100.0,Under Siege 2: Dark Territory,5.6,210,44324083,73.87347166666667,Flop
60000000,en,42.538258,50549107,105.0,Jack Ryan: Shadow Recruit,5.9,1173,-9450893,-15.751488333333333,Flop
60000000,en,29.876507,101134059,124.0,Joy,6.4,1581,41134059,68.556765,Flop
60000000,en,61.849521,205754447,99.0,London Has Fallen,5.8,1621,145754447,242.92407833333334,Flop
70000000,en,37.44963,162000000,109.0,Alien: Resurrection,5.9,1365,92000000,131.42857142857142,Flop
61000000,en,37.378081,95696996,124.0,Shooter,6.9,1462,34696996,56.88032131147541,Flop
60000000,en,30.656345,108255770,97.0,The Boxtrolls,6.6,668,48255770,80.42628333333333,Flop
75000000,en,15.142701,46683377,104.0,Practical Magic,6.3,338,-28316623,-37.75549733333333,Flop
60000000,en,59.547928,469160692,100.0,The Lego Movie,7.5,3070,409160692,681.9344866666667,Hit
60000000,en,27.615108,43061982,101.0,Reign of Fire,6.0,669,-16938018,-28.23003,Flop
60000000,en,29.041198,105200903,113.0,Gangster Squad,6.2,1778,45200903,75.33483833333334,Flop
60000000,en,25.293538,62357900,97.0,Year One,4.6,524,2357900,3.9298333333333333,Flop
60000000,en,23.85119,122233971,134.0,Invictus,7.0,1125,62233971,103.723285,Hit
60000000,en,21.685719,87784194,127.0,State of Play,6.7,484,27784194,46.30699,Flop
78146652,en,13.630049,60000000,125.0,Duplicity,5.7,201,-18146652,-23.221278884730722,Flop
65000000,en,6.80692,36850101,94.0,My Favorite Martian,5.1,80,-28149899,-43.307536923076924,Flop
60000000,en,15.352807,77920346,108.0,The Sentinel,5.8,225,17920346,29.86724333333333,Flop
70000000,en,23.661071,104945765,91.0,Planet 51,5.6,556,34945765,49.92252142857143,Flop
60000000,en,21.605533,67312826,117.0,Star Trek: Nemesis,6.1,479,7312826,12.188043333333333,Flop
60000000,en,22.620125,119940815,100.0,Intolerable Cruelty,5.8,391,59940815,99.90135833333333,Flop
80000000,en,24.657931,74901339,117.0,Edge of Darkness,6.2,487,-5098661,-6.37332625,Flop
60000000,en,12.621769,33956608,110.0,The Relic,5.8,130,-26043392,-43.40565333333333,Flop
60000000,en,21.08952,55003135,96.0,Analyze That,5.7,380,-4996865,-8.328108333333335,Flop
60000000,en,18.380176,73174566,101.0,Righteous Kill,5.9,375,13174566,21.95761,Flop
60000000,en,17.299333,31720158,109.0,The Soloist,6.6,234,-28279842,-47.13307,Flop
80000000,en,16.848899,39459427,126.0,The Legend of Bagger Vance,6.3,251,-40540573,-50.67571625,Flop
60000000,en,21.547446,47383689,122.0,Almost Famous,7.4,797,-12616311,-21.027185,Hit
60000000,en,36.689223,71073932,101.0,xXx: State of the Union,4.7,549,11073932,18.456553333333332,Flop
60000000,en,28.350927,78309131,87.0,Priest,5.4,692,18309131,30.515218333333333,Flop
60000000,en,18.815442,26288320,86.0,Sinbad: Legend of the Seven Seas,6.6,372,-33711680,-56.18613333333333,Flop
60000000,en,29.787135,26673242,96.0,Event Horizon,6.5,742,-33326758,-55.54459666666667,Flop
60000000,en,8.927137,52322400,104.0,Dragonfly,6.1,204,-7677600,-12.796,Flop
50000000,en,15.213484,49111202,121.0,The Black Dahlia,5.7,287,-888798,-1.777596,Flop
60000000,en,13.155999,17800000,140.0,Flyboys,6.3,271,-42200000,-70.33333333333334,Flop
72000000,en,15.433244,27642707,131.0,The Last Castle,7.0,285,-44357293,-61.60735138888889,Hit
90000000,en,5.762037,14828081,91.0,Supernova,4.9,109,-75171919,-83.52435444444446,Flop
60000000,en,22.736038,30800231,118.0,Winter's Tale,6.0,487,-29199769,-48.66628166666666,Flop
60000000,en,45.514031,90565421,130.0,The Mortal Instruments: City of Bones,6.2,1602,30565421,50.942368333333334,Flop
60000000,en,18.676291,50650079,90.0,Meet Dave,5.0,371,-9349921,-15.583201666666666,Flop
30000000,en,14.376463,25473093,105.0,Dark Water,5.3,274,-4526907,-15.089690000000001,Flop
60000000,en,27.018886,57490374,106.0,Inkheart,6.0,592,-2509626,-4.18271,Flop
60000000,en,14.84856,39031337,103.0,The Spirit,4.7,320,-20968663,-34.94777166666667,Flop
60000000,en,52.417529,30418560,106.0,Mortdecai,5.4,1055,-29581440,-49.3024,Flop
68490000,zh,4.72629,193677158,120.0,The Monkey King 2,6.0,24,125187158,182.78165863629727,Flop
80000000,en,8.923215,10166502,132.0,The Great Raid,6.8,91,-69833498,-87.2918725,Flop
58000000,en,514.569956,783112979,108.0,Deadpool,7.4,10995,725112979,1250.1947913793103,Hit
58800000,en,87.53437,542307423,133.0,American Sniper,7.4,4469,483507423,822.2915357142858,Hit
58000000,en,45.351617,158162788,103.0,Goosebumps,6.2,995,100162788,172.69446206896552,Flop
58000000,en,13.43573,102854431,95.0,Just Like Heaven,6.5,579,44854431,77.33522586206897,Flop
83000000,en,6.248309,59468275,90.0,The Flintstones in Viva Rock Vegas,4.4,134,-23531725,-28.35147590361446,Flop
63000000,en,31.294717,189015611,102.0,Rambo III,5.7,690,126015611,200.02477936507938,Flop
58000000,en,7.739276,41299492,114.0,Leatherheads,5.7,130,-16700508,-28.793979310344824,Flop
58000000,en,14.403696,85280250,103.0,Did You Hear About the Morgans?,5.1,276,27280250,47.03491379310345,Flop
58000000,en,1.551497,44000000,119.0,The Internship,6.1,1658,-14000000,-24.137931034482758,Flop
60000000,en,2.143764,300228084,97.0,Resident Evil: Afterlife,5.8,1363,240228084,400.38014000000004,Flop
58000000,en,12.29603,50365377,125.0,Red Tails,5.9,178,-7634623,-13.163143103448277,Flop
57000000,en,33.8473,152944660,144.0,The Devil's Advocate,7.2,1374,95944660,168.3239649122807,Hit
70000000,en,21.723897,58058367,116.0,That's My Boy,5.5,453,-11941633,-17.059475714285714,Flop
57000000,en,31.791979,115267375,103.0,DragonHeart,6.4,535,58267375,102.22346491228069,Flop
60000000,en,14.113066,61347797,97.0,After the Sunset,6.0,226,1347797,2.2463283333333335,Flop
57000000,en,48.622278,149217355,95.0,Ghost Rider: Spirit of Vengeance,4.7,1135,92217355,161.78483333333332,Flop
57000000,en,9.061866,62112895,131.0,Captain Corelli's Mandolin,5.5,145,5112895,8.969991228070176,Flop
56000000,en,35.4763,113006880,95.0,The Pacifier,5.8,842,57006880,101.79800000000002,Flop
56000000,en,23.438398,57223890,86.0,Walking Tall,6.0,381,1223890,2.185517857142857,Flop
55000000,en,138.133331,677945399,142.0,Forrest Gump,8.2,7927,622945399,1132.6279981818182,Hit
60000000,en,47.336034,361366633,92.0,Alvin and the Chipmunks,5.5,1177,301366633,502.27772166666665,Flop
55000000,en,29.97224,330444045,108.0,Meet the Parents,6.6,1698,275444045,500.80735454545453,Flop
55000000,en,47.845589,346079773,81.0,Pocahontas,6.7,1457,291079773,529.2359509090909,Flop
55000000,en,48.507081,300218018,143.0,Superman,6.9,1022,245218018,445.8509418181818,Flop
54000000,en,20.28119,128769345,95.0,The Nutty Professor,5.4,702,74769345,138.46175,Flop
70000000,en,34.576913,368100420,118.0,Hitch,6.4,1665,298100420,425.8577428571429,Flop
55000000,en,36.194802,231449203,103.0,American Wedding,6.0,1129,176449203,320.8167327272727,Flop
55000000,en,52.786917,95000000,134.0,Captain Phillips,7.6,2454,40000000,72.72727272727273,Hit
55000000,en,38.06168,152263880,97.0,Date Night,5.9,1122,97263880,176.84341818181818,Flop
50000000,en,19.830132,287928194,100.0,Casper,6.0,1019,237928194,475.856388,Flop
55000000,en,79.922059,192330738,132.0,The Equalizer,7.1,2954,137330738,249.69225090909092,Hit
55000000,en,19.738215,154906693,105.0,Maid in Manhattan,5.6,485,99906693,181.64853272727274,Flop
53000000,en,20.334629,157387195,116.0,Crimson Tide,7.0,498,104387195,196.95697169811322,Hit
55000000,en,80.581367,307077295,117.0,The Pursuit of Happyness,7.7,2525,252077295,458.3223545454546,Hit
55000000,en,32.05145,223387299,98.0,Flightplan,6.1,772,168387299,306.15872545454545,Flop
55000000,en,15.064058,214015089,123.0,Disclosure,5.9,210,159015089,289.1183436363636,Flop
55000000,en,21.272734,198685114,114.0,City of Angels,6.4,529,143685114,261.2456618181818,Flop
30000000,en,79.754966,180949000,111.0,Kill Bill: Vol. 1,7.7,4949,150949000,503.16333333333336,Hit
30000000,en,50.622607,152159461,136.0,Kill Bill: Vol. 2,7.6,3948,122159461,407.19820333333337,Hit
55000000,en,22.787667,63408614,104.0,Tango & Cash,6.1,458,8408614,15.28838909090909,Flop
55000000,en,29.498304,149022650,104.0,Death Becomes Her,6.3,636,94022650,170.95027272727273,Flop
55000000,en,25.400935,56932305,110.0,Shanghai Noon,6.2,735,1932305,3.5132818181818184,Flop
55000000,en,17.231675,121969216,133.0,Executive Decision,5.8,256,66969216,121.76221090909092,Flop
55000000,en,32.835777,187361754,94.0,Mr. Popper's Penguins,5.7,751,132361754,240.65773454545453,Flop
55000000,en,17.097041,127906624,104.0,The Forbidden Kingdom,6.3,461,72906624,132.55749818181818,Flop
55000000,en,14.414937,110000000,91.0,Free Birds,5.7,254,55000000,100.0,Flop
50000000,en,45.856409,159773545,114.0,Alien³,6.2,1633,109773545,219.54709000000003,Flop
55000000,en,7.027139,141047179,134.0,Evita,5.9,120,86047179,156.44941636363637,Flop
55000000,en,32.657488,41610884,122.0,Ronin,6.7,658,-13389116,-24.343847272727274,Flop
50000000,en,12.46525,75000000,109.0,The Ghost and the Darkness,6.4,236,25000000,50.0,Flop
55000000,en,39.882276,259207227,95.0,Paddington,7.0,883,204207227,371.2858672727273,Hit
